Pair_a,Pair_b,Defer
ref_15_Img7,ref_15_Img10,False
ref_15_Img7,ref_15_Img11,False
ref_15_Img7,ref_15_Img12,False
ref_15_Img7,ref_15_Img13,False
ref_15_Img7,ref_15_Img14,False
ref_15_Img7,ref_15_Img15,False
ref_15_Img7,ref_15_Img16,True
ref_15_Img8,ref_15_Img9,False
ref_15_Img8,ref_15_Img10,False
ref_15_Img8,ref_15_Img11,False
ref_15_Img8,ref_15_Img12,False
ref_15_Img8,ref_15_Img13,True
ref_15_Img8,ref_15_Img14,False
ref_15_Img8,ref_15_Img15,False
ref_15_Img8,ref_15_Img16,False
ref_15_Img9,ref_15_Img10,False
ref_15_Img9,ref_15_Img11,False
ref_15_Img9,ref_15_Img12,False
ref_15_Img9,ref_15_Img13,False
ref_15_Img9,ref_15_Img14,False
ref_15_Img9,ref_15_Img15,False
ref_15_Img9,ref_15_Img16,False
ref_15_Img10,ref_15_Img11,False
ref_15_Img10,ref_15_Img12,False
ref_15_Img10,ref_15_Img13,False
ref_15_Img10,ref_15_Img14,False
ref_15_Img10,ref_15_Img15,False
ref_15_Img10,ref_15_Img16,False
ref_15_Img11,ref_15_Img12,True
ref_15_Img11,ref_15_Img13,False
ref_15_Img11,ref_15_Img14,False
ref_15_Img11,ref_15_Img15,False
ref_15_Img11,ref_15_Img16,False
ref_15_Img12,ref_15_Img13,False
ref_15_Img12,ref_15_Img14,False
ref_15_Img12,ref_15_Img15,False
ref_15_Img12,ref_15_Img16,False
ref_15_Img13,ref_15_Img14,False
ref_15_Img13,ref_15_Img15,False
ref_15_Img13,ref_15_Img16,False
ref_15_Img14,ref_15_Img15,True
ref_15_Img14,ref_15_Img16,False
ref_15_Img15,ref_15_Img16,False
